#Scan#,inchi_combined,inchi_key,inchi_key1,ClassyFy Status,Kingdom,Superclass,Class,Subclass,Parent Level 1,Parent Level 2,Parent Level 3,Parent Level 4,Parent Level 5
8771,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
8780,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
8815,"InChI=1S/C11H14N2O3/c12-9(11(16)13-7-10(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,16)(H,14,15)/t9-/m0/s1",GLUBLISJVJFHQS-VIFPVBQESA-N,GLUBLISJVJFHQS-VIFPVBQESA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,NA,NA,NA
8817,"InChI=1S/C6H16N6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-4H2,(H4,7,8,11)(H4,9,10,12)",HGMDNMBBCKDWTQ-UHFFFAOYSA-N,HGMDNMBBCKDWTQ-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines,NA,NA,NA,NA
8819,"InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)",DATAGRPVKZEWHA-UHFFFAOYSA-N,DATAGRPVKZEWHA-UHFFFAOYSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Glutamine and derivatives,NA,NA
8843,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1",VXUOFDJKYGDUJI-OAQYLSRUSA-N,VXUOFDJKYGDUJI-OAQYLSRUSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
8870,"InChI=1S/C15H22O/c1-11(2)6-5-7-12(3)14-9-8-13(4)15(16)10-14/h6,8-10,12,16H,5,7H2,1-4H3/t12-/m1/s1",FKWGCEDRLNNZOZ-GFCCVEGCSA-N,FKWGCEDRLNNZOZ-GFCCVEGCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,NA,NA,NA,NA
8874,"InChI=1S/C20H41NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h2-19H2,1H3,(H,21,22)(H,23,24,25)",LMIJIHJZVURGQK-UHFFFAOYSA-N,LMIJIHJZVURGQK-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,NA,NA,NA,NA
8901,"InChI=1S/C16H19NO/c1-3-6-15(17-2)16(18)14-10-9-12-7-4-5-8-13(12)11-14/h4-5,7-11,15,17H,3,6H2,1-2H3",DBQUMXBQDKCIAJ-UHFFFAOYSA-N,DBQUMXBQDKCIAJ-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Butyrophenones,Butyrophenones,NA,NA,NA,NA
8904,"InChI=1S/C23H39NO2/c1-3-4-5-6-7-8-9-10-11-12-16-19-22(25)24-20(2)23(26)21-17-14-13-15-18-21/h13-15,17-18,20,23,26H,3-12,16,19H2,1-2H3,(H,24,25)/t20-,23?/m1/s1",YLAZEWZHIRBZDA-PPUHSXQSSA-N,YLAZEWZHIRBZDA-PPUHSXQSSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,NA,NA,NA,NA
8906,"InChI=1S/C15H20O8/c1-6-3-7(16)15(21)13(6)4-8(23-10(18)9(13)17)12(2,20)14(15)5-22-11(14)19/h6-9,16-17,20-21H,3-5H2,1-2H3/t6-,7-,8-,9+,12+,13+,14+,15-/m1/s1",GEVWHIDSUOMVRI-QWNPAUMXSA-N,GEVWHIDSUOMVRI-QWNPAUMXSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,NA,NA,NA,NA
8914,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(25)22-16-17-28-30(26,27)29-19-20(24)18-23/h20,23-24H,2-19H2,1H3,(H,22,25)(H,26,27)",FIXMIXZULLAMCB-UHFFFAOYSA-N,FIXMIXZULLAMCB-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Glycero-3-phospho-N-acyl-ethanolamines,NA,NA,NA,NA
8916,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1",VXUOFDJKYGDUJI-OAQYLSRUSA-N,VXUOFDJKYGDUJI-OAQYLSRUSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
8919,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
8923,"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1",YAMUFBLWGFFICM-PTGWMXDISA-N,YAMUFBLWGFFICM-PTGWMXDISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
8929,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
8962,"InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h16-17,19-20H,2-15,18H2,1H3/t16-,17+/m0/s1",KFQUQCFJDMSIJF-DLBZAZTESA-N,KFQUQCFJDMSIJF-DLBZAZTESA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,"1,2-aminoalcohols",NA,NA,NA
8994,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
8996,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9021,"InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)",HZSAJDVWZRBGIF-UHFFFAOYSA-N,HZSAJDVWZRBGIF-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Thiamines,Thiamine phosphates,NA,NA,NA
9023,"InChI=1S/C15H21NO/c1-3-14(16-4-2)15(17)13-9-8-11-6-5-7-12(11)10-13/h8-10,14,16H,3-7H2,1-2H3",VJXZPPKMTRTYIH-UHFFFAOYSA-N,VJXZPPKMTRTYIH-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Butyrophenones,Butyrophenones,NA,NA,NA,NA
9024,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h1H,3-17H2,(H,19,20)",DZIILFGADWDKMF-UHFFFAOYSA-N,DZIILFGADWDKMF-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
9028,"InChI=1S/C11H18N2O5S/c1-2-5-19-6-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h2,7-8H,1,3-6,12H2,(H,13,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1",FUTHBNRZCFKVQZ-YUMQZZPRSA-N,FUTHBNRZCFKVQZ-YUMQZZPRSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,NA,NA,NA
9045,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)24-18-19-30-32(28,29)31-21-22(26)20-25/h9-10,22,25-26H,2-8,11-21H2,1H3,(H,24,27)(H,28,29)/b10-9-",VBNXVCGZJCGEKO-KTKRTIGZSA-N,VBNXVCGZJCGEKO-KTKRTIGZSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Glycero-3-phospho-N-acyl-ethanolamines,NA,NA,NA,NA
9061,"InChI=1S/C19H36O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-19(23-17(2)21)15-18(22)16-20/h3,18-20,22H,1,4-16H2,2H3",MFLWBVVCOWPUBA-UHFFFAOYSA-N,MFLWBVVCOWPUBA-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,NA,NA,NA,NA
9103,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
9112,"InChI=1S/C12H18O2/c1-8(2)7-11-9-5-3-4-6-10(9)12(13)14-11/h6,8-9,11H,3-5,7H2,1-2H3",CTMNHOOSFSITGN-UHFFFAOYSA-N,CTMNHOOSFSITGN-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Isobenzofurans,NA,Isobenzofurans,NA,NA,NA,NA
9129,"InChI=1S/C23H40N2O3/c26-21(27)10-8-6-4-2-1-3-5-7-9-11-24-22(28)25-23-15-18-12-19(16-23)14-20(13-18)17-23/h18-20H,1-17H2,(H,26,27)(H2,24,25,28)",XLGSEOAVLVTJDH-UHFFFAOYSA-N,XLGSEOAVLVTJDH-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,NA,NA,NA,NA
9130,"InChI=1S/C19H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h4-5,7-8,10-11,13-14H,3,6,9,12,15-18H2,1-2H3/b5-4-,8-7-,11-10-,14-13-",BIRKCHKCDPCDEG-GJDCDIHCSA-N,BIRKCHKCDPCDEG-GJDCDIHCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,NA,NA,NA,NA
9132,"InChI=1S/C15H16O6/c1-15-6-12(18)10(16)5-9(15)8-3-7(20-2)4-11(17)13(8)14(19)21-15/h3-5,10,12,16-18H,6H2,1-2H3/t10-,12-,15-/m0/s1",MMHTXEATDNFMMY-WBIUFABUSA-N,MMHTXEATDNFMMY-WBIUFABUSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,2-benzopyrans,NA,NA,NA,NA
9142,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
9144,"InChI=1S/C26H55N2O7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-32-23-25(35-26(29)27-2)24-34-36(30,31)33-22-20-28(3,4)5/h25H,6-24H2,1-5H3,(H-,27,29,30,31)/t25-/m1/s1",FNFHZBKBDFRYHS-RUZDIDTESA-N,FNFHZBKBDFRYHS-RUZDIDTESA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Glycerophosphocholines,NA,NA,NA,NA
9151,"InChI=1S/C6H6N2O/c1-5(9)6-4-7-2-3-8-6/h2-4H,1H3",DBZAKQWXICEWNW-UHFFFAOYSA-N,DBZAKQWXICEWNW-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Aryl ketones,Aryl alkyl ketones,NA,NA
9154,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9155,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9159,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9160,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",SRRQPVVYXBTRQK-XMMPIXPASA-N,SRRQPVVYXBTRQK-XMMPIXPASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
9166,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
9172,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
9175,"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-21-22(25)20-24/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",DCPCOKIYJYGMDN-DOFZRALJSA-N,DCPCOKIYJYGMDN-DOFZRALJSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols,NA,NA,NA,NA
9181,"InChI=1S/C23H30O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h6,8,10,16-18,20,26,28H,4-5,7,9,11-12H2,1-3H3/t16-,17-,18-,20+,21-,22-,23-/m0/s1",LRJOMUJRLNCICJ-JZYPGELDSA-N,LRJOMUJRLNCICJ-JZYPGELDSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA
9197,"InChI=1S/C19H36O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-19(23-17(2)21)15-18(22)16-20/h3,18-20,22H,1,4-16H2,2H3",MFLWBVVCOWPUBA-UHFFFAOYSA-N,MFLWBVVCOWPUBA-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,NA,NA,NA,NA
9199,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)24-18-19-30-32(28,29)31-21-22(26)20-25/h9-10,22,25-26H,2-8,11-21H2,1H3,(H,24,27)(H,28,29)/b10-9-",VBNXVCGZJCGEKO-KTKRTIGZSA-N,VBNXVCGZJCGEKO-KTKRTIGZSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Glycero-3-phospho-N-acyl-ethanolamines,NA,NA,NA,NA
9223,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",SRRQPVVYXBTRQK-XMMPIXPASA-N,SRRQPVVYXBTRQK-XMMPIXPASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
9224,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
9273,"InChI=1S/C23H27N3O5/c24-18(13-16-8-10-17(27)11-9-16)22(29)26-12-4-7-20(26)21(28)25-19(23(30)31)14-15-5-2-1-3-6-15/h1-3,5-6,8-11,18-20,27H,4,7,12-14,24H2,(H,25,28)(H,30,31)",RCMWNNJFKNDKQR-UHFFFAOYSA-N,RCMWNNJFKNDKQR-UHFFFAOYSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Oligopeptides,NA,NA,NA
9312,"InChI=1S/C12H25N3O2/c1-7(2)5-9(13)12(17)15-10(11(14)16)6-8(3)4/h7-10H,5-6,13H2,1-4H3,(H2,14,16)(H,15,17)",QMKVLWULKCELCD-UHFFFAOYSA-N,QMKVLWULKCELCD-UHFFFAOYSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,NA,NA,NA
9315,"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m1/s1",CBQGYUDMJHNJBX-RTBURBONSA-N,CBQGYUDMJHNJBX-RTBURBONSA-N,Completed,Organic compounds,Benzenoids,Phenol ethers,NA,Phenol ethers,NA,NA,NA,NA
9338,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1",CXTATJFJDMJMIY-CYBMUJFWSA-N,CXTATJFJDMJMIY-CYBMUJFWSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,NA,NA,NA
9348,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
9368,"InChI=1S/C11H15NO2/c1-4-14-11(13)9-5-7-10(8-6-9)12(2)3/h5-8H,4H2,1-3H3",FZUGPQWGEGAKET-UHFFFAOYSA-N,FZUGPQWGEGAKET-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,NA,NA,NA,NA
9376,"InChI=1S/C12H10N4O2/c1-5-3-7-8(4-6(5)2)14-10-9(13-7)11(17)16-12(18)15-10/h3-4H,1-2H3,(H2,14,15,16,17,18)",ZJTJUVIJVLLGSP-UHFFFAOYSA-N,ZJTJUVIJVLLGSP-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines,Flavins,NA,NA,NA,NA
9406,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
9410,"InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)",HZSAJDVWZRBGIF-UHFFFAOYSA-N,HZSAJDVWZRBGIF-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Thiamines,Thiamine phosphates,NA,NA,NA
9412,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9413,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9414,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9415,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
9416,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
9425,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
