feature_number,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore,Exp2_MediaBlank_A_DOM_I,Exp2_MediaBlank_A_DOM_II,Exp2_MediaBlank_A_Unfil_I,Exp2_MediaBlank_A_Unfil_II,Exp2_Pn-delicatissima_A_DOM_I,Exp2_Pn-delicatissima_A_DOM_II,Exp2_Pn-delicatissima_A_Unfil_I,Exp2_Pn-delicatissima_A_Unfil_II,Exp2_Pn-delicatissima_B_DOM_I,Exp2_Pn-delicatissima_B_DOM_II,Exp2_Pn-delicatissima_B_Unfil_I,Exp2_Pn-delicatissima_B_Unfil_II,Exp2_Pn-galaxiae_A_DOM_I,Exp2_Pn-galaxiae_A_DOM_II,Exp2_Pn-galaxiae_A_Unfil_I,Exp2_Pn-galaxiae_A_Unfil_II,Exp2_Pn-galaxiae_B_DOM_I,Exp2_Pn-galaxiae_B_DOM_II,Exp2_Pn-galaxiae_B_Unfil_I,Exp2_Pn-galaxiae_B_Unfil_II,Exp2_Pn-hasleana_A_DOM_I,Exp2_Pn-hasleana_A_DOM_II,Exp2_Pn-hasleana_A_Unfil_I,Exp2_Pn-hasleana_A_Unfil_II,Exp2_Pn-hasleana_B_DOM_I,Exp2_Pn-hasleana_B_DOM_II,Exp2_Pn-hasleana_B_Unfil_I,Exp2_Pn-hasleana_B_Unfil_II,Exp2_Pn-multiseries_A_DOM_I,Exp2_Pn-multiseries_A_DOM_II,Exp2_Pn-multiseries_A_Unfil_I,Exp2_Pn-multiseries_A_Unfil_II,Exp2_Pn-multiseries_B_DOM_I,Exp2_Pn-multiseries_B_DOM_II,Exp2_Pn-multiseries_B_Unfil_I,Exp2_Pn-multiseries_B_Unfil_II,Exp2_Pn-subpacifica_A_DOM_I,Exp2_Pn-subpacifica_A_DOM_II,Exp2_Pn-subpacifica_A_Unfil_I,Exp2_Pn-subpacifica_A_Unfil_II,Exp2_Pn-subpacifica_B_DOM_I,Exp2_Pn-subpacifica_B_DOM_II,Exp2_Pn-subpacifica_B_Unfil_I,Exp2_Pn-subpacifica_B_Unfil_II
7461,637.4782662,12.04982832,36,64,7,2,0,0,0,0,0,0,0,1.777777778,0.194444444,0.055555556,0.049180328,6,0.166666667,C36H64N2O7,1,0,0,0,0,0,10939.73128,0,0,0,0,0,0,0,0,20136.51756,15545.60014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32583.35828,32592.7662,0,0,40380.06528,0,0,0,0,0,0,0,0
7462,639.3471982,8.496596753,30,52,11,2,0,0,0,0,0,0,0,1.733333333,0.366666667,0.066666667,0,6,0.2,C30H52N2O11,1,22006.85193,0,10258.998109999999,0,17200000,18800000,28300000,34600000,26100000,29500000,22100000,12200000,8764466.933,7850073.341,6317798.134,7427740.877,8419798.627999999,7963653.647000001,16600000,17900000,18400000,15800000,19800000,19800000,17000000,15700000,8730650.732,8425814.29,9913898.956,9264763.542000001,9682669.053,11500000,1876364.386,1493103.56,1514812.583,39988.96848,14000000,15100000,19300000,18100000,18400000,16800000,23500000,24200000
7464,643.4631501,9.037408829,38,62,6,2,0,0,0,0,0,0,0,1.631578947,0.157894737,0.052631579,0.151515152,9,0.236842105,C38H62N2O6,1,0,0,0,0,5168165.72,5248907.857,9924908.512,10200000,7060121.806,7925751.917,6588677.458,6943603.249,3116533.6339999996,3114111.9689999996,3053949.038,3313292.3589999997,8202704.102999999,7330764.42,7247762.501,8226948.852999999,7032764.967999999,5135341.383,6953183.302,6839826.837,6200753.34,6110807.1389999995,11500000,12100000,5292657.453,4219072.86,5930847.058999999,7148755.746,1900540.185,1271096.4,2098694.626,16289.70354,10200000,10600000,13000000,13400000,16600000,14300000,24500000,24500000
7467,654.9519864,10.41012088,13,23,20,0,0,5,0,0,0,0,0,1.769230769,1.538461538,0,0,5,0.384615385,C13H23O20P5,1,0,0,0,0,6613498.669,8619772.94,3618539.704,13700000,7799526.615,9444323.797,5437874.665,3347211.19,4506288.787,2951622.253,2266891.746,1802842.2040000001,9607236.483,4445432.015,11500000,11400000,8393909.683,4308297.584,1837667.5359999998,3748832.124,6664677.015,6239960.71,8709366.365,8079260.562999999,2411208.594,2544516.075,5572175.39,6398847.304,1275560.955,1752769.4230000002,1947681.499,24686.6265,13200000,12700000,11800000,11800000,16500000,18400000,20000000,25600000
7468,659.2710577,8.435441255,35,38,9,4,0,0,0,0,0,0,0,1.085714286,0.257142857,0.114285714,0.471698113,19,0.542857143,C35H38N4O9,0.9998999,0,0,0,15242.8572,4176375.345,1228779.176,395717.524,430637.0448,2758763.34,4694823.742,697796.9488,284608.0871,562476.167,393444.0827,61237.033070000005,155263.3781,1784747.977,507217.151,62007.8158,82279.52489,4094326.887,984931.0585,386700.5093,180628.8269,314573.1035,256055.2684,0,53051.03516,0,0,0,0,19170.43476,0,23616.93144,723.3193223999999,0,18818.575240000002,0,25846.65596,0,15596.27595,0,0
7470,661.2503066,5.918006712,34,36,10,4,0,0,0,0,0,0,0,1.058823529,0.294117647,0.117647059,0.48,19,0.558823529,C34H36N4O10,0.9996997,33459.70455,13097.296209999999,56202.93832000001,38169.25671,1448696.084,3007989.598,5740979.609,5771134.9860000005,2496671.071,4220019.063999999,5882435.922,5409351.67,104773.6815,80380.63594,106773.5074,152993.6141,313668.283,377925.6357,0,133900.4572,665403.4587,528709.2831,322707.9256,419365.7849,222919.5699,243387.3098,160783.4819,78884.19242,48159.20457,57147.04892000001,35724.3527,31063.94885,26664.5681,0,39558.696789999995,861.2442365,36928.11943,68940.59139,39450.01153,0,39831.020169999996,0,0,0
7471,661.9600214,10.60970854,11,24,21,1,0,5,0,0,0,0,0,2.181818182,1.909090909,0.090909091,0,3,0.272727273,C11H24NO21P5,0.998698699,0,0,0,0,8879539.873,10900000,5150944.723999999,18600000,10600000,13500000,7028461.442000001,4681940.546,7319744.89,4548239.825,2362382.1,1940042.69,11600000,4270113.533,14800000,16100000,9347475.711000001,5520773.036,2816712.296,4963236.221,8200274.703,8173233.043,9942704.337000001,8978457.45,3491133.085,2298200.702,7638524.334,8347308.062999999,1901944.108,2225503.312,2615376.668,13546.895690000001,16800000,17200000,15000000,13000000,21000000,26100000,23200000,32100000
7472,662.4692105,7.259873249,32,63,9,5,0,0,0,0,0,0,0,1.96875,0.28125,0.15625,0,4,0.125,C32H63N5O9,1,0,0,17790.6527,0,4483388.701,4707285.714,10400000,11000000,8174441.204,8571696.49,4809535.155,6213464.089,3498260.271,2743479.465,1409573.54,1906389.7240000002,11100000,10700000,6310458.935,6531248.686000001,6425869.425,5152911.84,5956780.422,6184844.015,5717797.709,5537300.041,9513297.234,13200000,5650062.4229999995,5177843.552,6178939.832,7352750.703,1073573.414,1445875.0659999999,2814030.722,8871.624892,11600000,11100000,13900000,14700000,17800000,16500000,22600000,25600000
7473,664.3544963,8.569065748,31,53,14,1,0,0,0,0,0,0,0,1.709677419,0.451612903,0.032258065,0,6,0.193548387,C31H53NO14,1,0,0,0,0,934163.995,610798.9432,19700000,21500000,27773.113980000002,30075.65463,18600000,27800000,799967.5109,763716.7311,9942526.451,3591736.4669999997,6598358.061000001,3689039.084,17800000,10600000,13900000,13200000,11900000,23000000,2670520.495,2105985.795,12100000,24400000,31091.76406,0,3160083.708,5138685.765,214443.3778,200485.4968,4428239.678,386270.4245,85540.87488999999,108320.0241,329198.4509,411228.5648,39942.82444,15941.953330000002,70785.95327,182354.8089
7476,676.4851878,7.78422146,33,65,9,5,0,0,0,0,0,0,0,1.96969697,0.272727273,0.151515152,0,4,0.121212121,C33H65N5O9,1,0,0,21380.19921,0,10200000,11100000,22200000,23600000,17200000,17600000,13100000,14200000,6729889.348999999,6260405.739,6330234.511,6289222.556,20400000,18100000,13200000,14500000,13800000,11700000,13500000,14300000,13300000,11700000,27200000,26300000,12800000,9739590.41,13800000,15800000,3783623.585,3790103.798,4862572.4569999995,46464.235310000004,22700000,22000000,27500000,27400000,33600000,30600000,49900000,49500000
7478,677.2813353,7.221696122,35,40,10,4,0,0,0,0,0,0,0,1.142857143,0.285714286,0.114285714,0.423076923,18,0.514285714,C35H40N4O10,1,0,0,0,0,8822342.083999999,5591444.944,2234885.636,659252.4292,6771883.392000001,5081242.103,2125394.9790000003,701096.2355,165403.6138,160513.8923,64249.161360000006,86986.08626,568208.3477,204932.3268,151779.6771,143655.7324,853556.4272,431938.5973,274485.1021,93112.1175,219323.02399999998,208921.1789,181278.88100000002,281647.4998,0,29021.734480000003,28131.133289999998,16032.82571,11832.603640000001,19110.600280000002,0,0,0,0,0,0,0,0,0,0
7479,677.2817412,8.488716801,35,40,10,4,0,0,0,0,0,0,0,1.142857143,0.285714286,0.114285714,0.423076923,18,0.514285714,C35H40N4O10,1,0,0,0,16062.462790000001,6439601.386,5511100.501,838884.4286,433967.4931,5358580.221,3871074.152,871137.2844,692030.7345,132517.7005,83500.20649,0,0,134712.3441,63162.09292999999,0,64397.255189999996,83718.5486,152827.4561,74717.10638,72500.83947,218612.7718,36053.2744,0,92559.82543,0,0,0,0,0,0,0,742.9437303,0,0,0,0,0,14382.53322,0,0
7481,687.4898422,8.971147869,40,66,7,2,0,0,0,0,0,0,0,1.65,0.175,0.05,0.130434783,9,0.225,C40H66N2O7,1,0,0,0,0,3652596.6339999996,3926975.441,7807444.457,9817094.146,5363722.665,6035981.207,4270326.148,4748638.29,673559.4407,1618029.126,2399317.95,2014278.747,7644076.944,6479555.132999999,6093100.211,6629080.2979999995,5073106.771000001,4393352.197,6089541.642000001,5346884.526000001,5218431.374,4794821.491,10100000,11300000,4043057.153,3573949.3019999997,5556945.655,6142845.467999999,1027662.985,912438.3172,1636465.201,16946.68763,9305367.645,8701052.126,11800000,11500000,13300000,12000000,20900000,19800000
7482,689.2819775,7.126890247,36,40,10,4,0,0,0,0,0,0,0,1.111111111,0.277777778,0.111111111,0.444444444,19,0.527777778,C36H40N4O10,0.999399399,39231.479680000004,0,0,0,354122.0201,468347.8988,1705294.136,2754031.3019999997,385269.6693,128492.9149,1469024.1730000002,2588636.542,75286.01306,34288.14636,122484.8923,50172.16199,169502.572,99224.10128999999,84937.67155,47444.22397,305274.7611,232975.7737,547283.5781,344329.0899,47827.24789,42875.72653,303946.289,607158.2702,37007.033410000004,0,0,0,24067.41116,0,65632.33988,477.3253795,0,18585.63033,0,0,0,0,0,0
7486,691.2975512,7.775484574,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,C36H42N4O10,1,0,0,0,0,4728355.683,2791608.867,893248.9984,259265.2044,3678911.168,2158706.945,402094.5135,304075.6581,631204.48,399414.2843,102498.668,112296.8109,846034.0486,352823.0981,49571.73747,135525.5506,1419706.1330000001,327327.0719,411347.7954,254975.7295,243948.1304,175761.02300000002,235424.9672,57637.82072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7487,691.2977281,9.073073184,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,C36H42N4O10,1,0,0,0,0,4067918.0689999997,3474270.3619999997,788930.89,267737.4912,4487122.627,2329414.829,774511.2624,100750.1071,529516.7658,342215.3454,53494.54919,34792.37518,538620.9104,268178.9241,0,0,976471.9173,576805.9616,225884.9889,70048.86364,119623.5701,152261.1271,99333.4233,54682.96554,0,0,0,0,0,12489.68168,0,740.3693227000001,18855.610230000002,18669.229059999998,0,0,0,0,0,0
7489,697.3895723,9.032426779,33,58,12,2,0,0,0,0,0,0,0,1.757575758,0.363636364,0.060606061,0,6,0.181818182,C33H58N2O12,1,0,0,0,12708.9303,14600000,15200000,25800000,30600000,20700000,21700000,18100000,20100000,6254169.804,5406105.677,5731244.637,7017826.731000001,7538131.142999999,6669715.226,16000000,16300000,16900000,13700000,17500000,17700000,14900000,12700000,7601578.18,9212071.846,8966356.333999999,6426572.507999999,9239897.746,9416188.634,1590506.6430000002,1350411.5990000002,1040778.7729999999,33000.12975,11400000,13000000,16500000,15700000,15200000,13300000,21200000,20800000
7494,720.5109649,7.802683499,35,69,10,5,0,0,0,0,0,0,0,1.971428571,0.285714286,0.142857143,0,4,0.114285714,C35H69N5O10,1,0,0,0,0,4737623.459,5029803.922,10300000,11500000,8213390.421,8446642.477,6284567.5370000005,5657277.8889999995,3014574.925,2769099.5239999997,880360.2416,2884768.423,11600000,10200000,6788093.09,7700649.342999999,6701670.267000001,6077845.807,6683126.025,6838827.92,6634444.632999999,5358876.254,14400000,14400000,5589323.069,4153325.002,6523596.853999999,8164180.302999999,883715.4937,569857.3651,1926282.29,9265.701332999999,11800000,10900000,14900000,14400000,16700000,15100000,26800000,25000000
7502,755.4310875,9.42231964,36,64,13,2,0,0,0,0,0,0,0,1.777777778,0.361111111,0.055555556,0,6,0.166666667,C36H64N2O13,1,0,0,0,0,12500000,13400000,24800000,25200000,18100000,19900000,17400000,15100000,5318205.2930000005,5020643.618,6019601.2639999995,6079769.046,6453406.137999999,5916741.08,14000000,14400000,15700000,13700000,15700000,18100000,13400000,11800000,7745869.324,8202341.544,7491442.621,6384730.839,8989857.116,9372239.801,1199056.176,978813.7176,1345583.629,31947.9955,12600000,12000000,14700000,15700000,14000000,12300000,20200000,20100000
7503,776.573443,9.780871156,39,77,10,5,0,0,0,0,0,0,0,1.974358974,0.256410256,0.128205128,0,4,0.102564103,C39H77N5O10,1,25118.925369999997,25984.314430000002,162713.1575,144844.8053,6200313.634,7232761.667,16000000,21400000,9545971.48,11100000,12000000,9490465.471,5124130.565,4749282.106000001,2909736.232,6828019.529,11800000,9570968.396,11000000,12500000,9449263.525,7898175.342,6173240.106000001,6448656.405,8353008.594,8202073.091,14800000,22100000,7084880.6729999995,5980463.2870000005,10700000,13600000,2266422.031,2400618.175,2687096.8010000004,117791.3363,16600000,15600000,19900000,19200000,23200000,19700000,33600000,34200000
7504,778.5529505,8.329705831,38,75,11,5,0,0,0,0,0,0,0,1.973684211,0.289473684,0.131578947,0,4,0.105263158,C38H75N5O11,1,55379.20563,0,0,11688.85835,3938404.3030000003,4487254.162,8931724.285,4413347.84,6667120.978999999,7600571.422,5322724.41,6779991.08,1251932.889,712733.6255,1504002.263,1384395.014,8185340.436000001,7913745.026000001,6906853.911,7079503.5,6354352.528,4765269.982,6567189.628,5569172.197000001,4915172.201,4320590.137,12800000,13800000,4812017.426,3468565.077,5722149.765,7172756.331,1073799.986,1817653.945,358949.0704,19194.48424,10100000,9474855.976,13400000,13000000,13900000,12000000,18700000,20400000
7506,792.5683922,8.903366301,39,77,11,5,0,0,0,0,0,0,0,1.974358974,0.282051282,0.128205128,0,4,0.102564103,C39H77N5O11,1,0,36420.89039,12095.54496,14620.95184,7426198.692000001,8851570.044,17400000,20100000,11700000,12900000,10000000,10300000,4044285.49,3769524.2610000004,4040416.751,4872085.472,13700000,11000000,10200000,11500000,11200000,8139000.092,10800000,12600000,9265942.991,8392855.655,19000000,21000000,7524854.011,6516611.766,9842531.427000001,12000000,482215.4369,1080212.0990000002,3454096.41,50084.00105,16300000,15300000,20300000,21600000,21600000,19400000,35400000,32400000
7509,820.5998236,9.723360017,41,81,11,5,0,0,0,0,0,0,0,1.975609756,0.268292683,0.12195122,0,4,0.097560976,C41H81N5O11,1,31217.045660000003,33517.420939999996,21031.17061,0,4854484.84,6468975.52,10800000,15200000,7679016.61,9341069.308,9156849.243999999,6667992.752,4720849.32,3922274.583,2305694.129,5433370.382999999,12300000,9067405.066,5977583.403,12900000,8770124.229,7415424.775,8216917.77,4603570.661,8156911.105,7553558.15,19000000,17000000,6344688.212,5517770.214,10800000,12700000,2540456.6969999997,2380076.389,1345617.8190000001,111710.1253,15000000,14100000,20200000,18700000,20800000,17300000,31800000,32100000
7511,834.6156351,10.02191932,42,83,11,5,0,0,0,0,0,0,0,1.976190476,0.261904762,0.119047619,0,4,0.095238095,C42H83N5O11,1,0,0,0,0,3159452.312,4608693.123,9515710.258,9689776.982,5521169.346,6383155.961,5088866.344,6702392.859,2511801.412,2536788.768,1999884.65,3203157.25,5935436.757999999,4428630.732,8057975.995,9284121.586000001,5203754.357,3418828.0110000004,5876786.429,5992419.13,5177251.975,4451194.815,11500000,14400000,3646460.131,3450420.195,6684280.899,5389001.049,1527657.343,1625782.783,2583360.377,60240.95677999999,9847245.898,8140148.668,11900000,11700000,12300000,12200000,21700000,20700000
7524,174.1345546,0.922091544,6,15,1,5,0,0,0,0,0,0,0,2.5,0.166666667,0.833333333,0,2,0.333333333,C6H15N5O,0.9996997,0,10391.19294,0,1051.796849,1183.717161,6971.853726,621482.5516,3236481.111,16021.21881,750.2025768999999,210960.4973,806245.2404,18150.42444,8099.668226999999,3342748.5360000003,1382222.065,98415.01375,1162578.1809999999,4481168.374,2432268.982,828932.3492,1209270.128,4881100.115,8817825.779,35033.78428,27300.23441,32600000,24700000,774.6348151000001,4847.754365,11188.200340000001,937604.0483,14256.48904,738.6854402,49988.04713,58125.1308,756.273027,15817.129330000002,521650.6211,23179.651980000002,4099.840667,1356.8100789999999,633650.9449,10997.46147
7527,185.0803788,1.926001773,9,12,4,0,0,0,0,0,0,0,0,1.333333333,0.444444444,0,0.285714286,4,0.444444444,C9H12O4,1,116563.8583,166445.5055,159996.5413,131037.1846,88491.45457,128158.3793,143911.1008,285629.4232,65215.656070000005,74746.48941000001,146428.6588,94731.09462,60569.80379,230794.5396,1220450.4009999998,194312.0028,914913.8006,5185059.991,654401.2222,2321841.4469999997,243377.2676,1776939.916,2894315.9439999997,2943163.5289999996,188766.2754,442956.3876,5713268.242000001,4955452.468,280470.5436,96686.18901,181293.0369,157924.6582,178137.7654,188735.4095,117878.7321,21219.05795,245709.8482,132560.8557,347858.4985,96981.56579,121368.4864,75557.36236,184399.6569,120906.3344
7530,203.141592,3.330080219,14,18,1,0,0,0,0,0,0,0,0,1.285714286,0.071428571,0,0.407407407,6,0.428571429,C14H18O,1,29493.13295,13000.885970000001,21021.30179,17061.18121,17481.74887,18358.11945,133114.5483,815706.0112,22179.60295,24599.48461,260582.4635,887914.6582,22831.95701,13369.39516,4262350.9,1209613.001,351181.0462,493779.0217,6780741.336,7250386.707,379555.1371,413311.2691,1145245.729,929624.8436,53372.81512,27078.30954,19000000,12600000,19636.059719999997,25187.94104,12234.5013,36926.80807,7928.98978,23429.24762,27501.917530000002,10970.245570000001,27062.423580000002,21852.33285,16522.48913,37607.81296,15784.5235,11724.339590000001,41615.46307,17169.96051
7532,206.0478655,4.291429135,9,8,1,3,0,1,0,0,0,0,0,0.888888889,0.111111111,0.333333333,1.222222222,8,0.888888889,C9H8N3OP,0.994594595,0,0,28552.487660000003,15623.534480000002,20338.29367,20666.08486,1165109.065,1811271.938,28554.62295,23802.60826,770126.3929,5218373.464,0,27222.66942,1987266.378,646825.9722,66455.69642000001,468309.2139,4925194.794,6913235.987000001,206349.5978,305769.7441,4235194.915,5279802.048,43398.97919,29564.68633,9881280.612,6267808.647999999,0,22421.8593,17527.41676,9483.790824,12398.2331,0,15673.135569999999,380.65574879999997,0,0,0,0,18695.653309999998,0,0,0
7534,215.1399994,1.143942729,15,18,1,0,0,0,0,0,0,0,0,1.2,0.066666667,0,0.448275862,7,0.466666667,C15H18O,1,48126.41863,45020.61139,75571.10964,52338.99365,139403.9153,112023.9856,10700000,9959184.695,53351.118989999995,46973.96492,6651680.425,9586924.795,23542.60151,72962.4048,4355519.791999999,4897397.633,154252.6557,116116.8012,4914078.396000001,4449413.416,535025.6114,599623.5716,8252370.002,9015935.796,250777.1993,132048.6489,8633439.156,7690109.01,49037.81209,55266.30139,111689.9206,63806.10817000001,52596.417539999995,24295.88295,113322.1674,31053.181989999997,88375.91919,115779.0669,28631.492169999998,51610.12987,16857.627230000002,84599.66364,142067.5463,26051.83284
7535,217.1225865,8.0836339,14,16,2,0,0,0,0,0,0,0,0,1.142857143,0.142857143,0,0.461538462,7,0.5,C14H16O2,1,235515.0199,367036.6864,131937.4966,140617.0043,391849.5232,470903.0748,4800646.518,16200000,584464.9227,415695.7587,11100000,27800000,277004.9135,279614.0461,1970779.22,1158026.068,1119766.315,509242.0522,5084821.683999999,1526407.381,438173.1089,407922.6928,5420606.176,7349799.8270000005,598124.7942,926210.2686,11700000,16400000,623238.0238,569529.793,490319.4655,277993.8113,310870.7885,221621.6885,433813.3003,18880.99244,335540.7288,306271.4497,639587.3117,175561.4797,590538.304,415683.16799999995,438158.8556,397290.6577
7537,220.0748961,0.879114298,10,9,3,3,0,0,0,0,0,0,0,0.9,0.3,0.3,0.909090909,8,0.8,C10H9N3O3,1,3777.521882,7085.486068000001,9897.560072,27404.99067,31340.7719,80449.22922000001,634250.3349,937686.4202,18237.26285,78167.7309,752361.2059999999,835331.3045,14168.938890000001,83378.4373,500313.7204,815378.3851,29298.26543,85363.96908,611994.9686,829663.3355,47897.821939999994,62040.20911,1097671.998,1838242.83,24643.32001,29635.162760000003,760735.5225,1098323.74,55933.20643,26178.30182,45836.94012,15916.18551,20417.57789,42414.6758,26040.73444,583.7747138999999,54777.42252000001,22926.727890000002,43749.6343,16329.277469999999,40195.84697,14397.00281,22630.04837,30579.4274
7538,221.0918664,0.664330048,11,12,3,2,0,0,0,0,0,0,0,1.090909091,0.272727273,0.181818182,0.6,7,0.636363636,C11H12N2O3,1,367082.0404,481484.5732,619950.3334,383400.785,482596.6751,684901.2455,1443096.586,1541087.785,774824.275,493330.1582,2086047.16,2954017.311,385830.8716,553045.4577,1857580.195,4271262.093,1407979.021,1161008.354,2944329.0489999996,3696479.183,1889741.39,577975.4922,8322376.278,9083969.03,925180.8099,882515.0855,3552906.605,4959585.815,442486.6534,483166.2595,323426.5359,252641.1525,440041.5673,457119.4785,584007.0921,13533.844330000002,504759.5295,66742.03517999999,214938.5298,1399763.17,208086.0921,236361.6688,167649.9578,1206884.511
7539,221.0918043,0.964656111,11,12,3,2,0,0,0,0,0,0,0,1.090909091,0.272727273,0.181818182,0.6,7,0.636363636,C11H12N2O3,1,201799.0513,212013.5987,78358.42972,214203.8747,790493.2799,797331.9404,11000000,9564623.292000001,1208266.4309999999,233829.2142,9057192.233,8983220.2,248310.1581,408766.1574,10800000,8977810.337000001,5132856.742,4154882.753,10600000,9795051.454,5121324.369,1284310.767,6568216.253,9359481.582,242572.4452,703622.8478,6987216.677999999,16800000,451926.2103,377068.2776,1336836.768,594796.3574,265866.4502,233262.4179,768869.3361,17502.57173,151631.6457,286738.3209,238597.71600000001,597262.0747,419964.2694,124173.3288,593161.1658,538342.7601
7543,227.1432314,6.82915307,16,18,1,0,0,0,0,0,0,0,0,1.125,0.0625,0,0.483870968,8,0.5,C16H18O,1,23492.93934,21997.00584,56524.70475,22174.749340000002,778164.7525,501341.4448,949437.7296,6992694.756,90711.12599999999,81004.50685,3767256.435,12000000,43501.99433,29672.897339999996,122236.8321,42294.69447,261994.7447,111536.4531,185766.1451,115038.7506,399442.3582,79582.94518,295520.0286,301373.3169,203570.3515,134056.8197,248999.2803,601837.0433,53105.991160000005,41596.94431,29712.36833,54860.696560000004,59020.66725,36394.35345,74747.57633,3041.940339,27895.494880000002,32952.794089999996,38096.66307,41644.97277,46488.404689999996,69863.385,43587.15704,59874.41699
7546,231.1705706,1.970395985,11,22,3,2,0,0,0,0,0,0,0,2,0.272727273,0.181818182,0,2,0.181818182,C11H22N2O3,1,98216.86578,70955.82927999999,57753.0601,81739.73582,248512.6017,100580.1543,77265.94928,63595.256689999995,168426.0902,147440.8883,174965.06699999998,303859.7566,51039.28864,24088.59633,1089253.2140000002,233057.11060000001,61355.774670000006,52477.48782,1084538.595,584487.5243,64196.8818,27849.579339999997,162973.0711,150123.3514,33858.86749,22033.16861,1293677.4679999999,589618.6661,32123.226160000002,19538.4451,68892.2519,58907.227,34738.59757,96291.90492999999,48342.48141,3075.133984,135021.4526,62645.64042999999,204852.6689,245053.9546,165151.0304,56097.42839,212086.0738,114648.4434
